<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190102,000000,3826.1000000,3916.5700000,3770.0700000,3890.7900000,9236
20190103,000000,3890.8000000,3893.8000000,3758.0700000,3787.5700000,8968
20190104,000000,3787.5700000,3849.0000000,3730.0000000,3820.8200000,8913
20190105,000000,3820.8200000,3874.1200000,3775.0000000,3798.6200000,5790
20190106,000000,3799.9900000,4088.0000000,3756.0100000,4040.9900000,9483
20190107,000000,4040.9800000,4070.0000000,3968.7900000,4006.0100000,9548
20190108,000000,4005.9700000,4114.8000000,3943.3600000,3993.8600000,13498
20190109,000000,3993.8500000,4042.2000000,3962.1200000,4004.1200000,10343
20190110,000000,4004.1300000,4035.2100000,3560.0000000,3626.1200000,21330
20190111,000000,3626.1200000,3699.9900000,3576.0000000,3635.6900000,13241
20190112,000000,3634.7300000,3649.1800000,3557.2900000,3619.4100000,5435
20190113,000000,3619.3800000,3641.8600000,3481.5400000,3514.2400000,7749
20190114,000000,3514.2400000,3711.1100000,3509.2400000,3664.1900000,10864
20190115,000000,3664.1800000,3684.3800000,3538.6300000,3580.7600000,10405
20190116,000000,3580.1900000,3666.7300000,3572.5200000,3609.7100000,8468
20190117,000000,3609.7100000,3657.0000000,3541.0000000,3640.6500000,8567
20190118,000000,3640.6400000,3643.6900000,3580.1600000,3607.8500000,5660
20190119,000000,3607.8500000,3765.9000000,3604.9000000,3682.6500000,5777
20190120,000000,3683.5000000,3703.3900000,3481.0100000,3536.1900000,7024
20190121,000000,3537.5600000,3568.9500000,3487.3700000,3531.7600000,5905
20190122,000000,3531.7500000,3611.5000000,3425.0000000,3577.0300000,9327
20190123,000000,3577.0400000,3614.4700000,3523.6400000,3553.0100000,7851
20190124,000000,3553.0100000,3595.8300000,3530.1000000,3568.9700000,5507
20190125,000000,3568.9700000,3578.7900000,3510.0100000,3562.1700000,6596
20190126,000000,3562.1700000,3657.7600000,3540.0000000,3556.0700000,5355
20190127,000000,3556.0700000,3562.9000000,3470.1400000,3531.0200000,3975
20190128,000000,3531.0200000,3535.9200000,3374.0100000,3429.9500000,13405
20190129,000000,3429.9500000,3438.4000000,3337.8700000,3397.4200000,8322
20190130,000000,3395.7400000,3459.4100000,3372.9700000,3437.5500000,7985
20190131,000000,3437.5500000,3473.4000000,3396.7400000,3411.5000000,7037
20190201,000000,3411.5000000,3458.2600000,3369.6200000,3437.5000000,8355
20190202,000000,3437.5000000,3483.2500000,3414.4900000,3468.4300000,3594
20190203,000000,3468.4300000,3471.7600000,3386.4500000,3414.7800000,4160
20190204,000000,3415.6900000,3435.0000000,3395.1000000,3409.5700000,5630
20190205,000000,3409.5700000,3429.4600000,3400.0000000,3428.4000000,5913
20190206,000000,3428.4100000,3441.0000000,3340.8000000,3367.3600000,9292
20190207,000000,3366.0000000,3383.1400000,3352.0100000,3359.0000000,8360
20190208,000000,3358.9900000,3711.0000000,3344.0000000,3621.9900000,17251
20190209,000000,3622.0000000,3644.0800000,3597.0000000,3623.7300000,4899
20190210,000000,3623.7300000,3654.2800000,3578.5900000,3648.8400000,4610
20190211,000000,3648.8500000,3652.0000000,3579.3800000,3590.3600000,8413
20190212,000000,3590.3600000,3618.7700000,3550.0000000,3588.0600000,8047
20190213,000000,3588.0600000,3627.9900000,3562.9800000,3576.6800000,6710
20190214,000000,3576.6900000,3589.0000000,3535.1000000,3561.5000000,5918
20190215,000000,3561.4900000,3620.2200000,3545.8900000,3566.5900000,7187
20190216,000000,3566.5900000,3607.3600000,3565.5000000,3582.3700000,4035
20190217,000000,3582.3700000,3675.0000000,3557.4300000,3625.0800000,5717
20190218,000000,3625.0800000,3917.0000000,3616.1800000,3867.0000000,16512
20190219,000000,3867.0000000,3969.5400000,3841.5400000,3888.0100000,14383
20190220,000000,3888.3700000,3967.1900000,3867.1300000,3938.9900000,8402
20190221,000000,3939.0000000,3988.0000000,3869.4500000,3897.7100000,8521
20190222,000000,3897.7100000,3956.4300000,3886.1500000,3942.0200000,7357
20190223,000000,3942.0200000,4156.1000000,3911.3000000,4110.0000000,10371
20190224,000000,4110.0000000,4188.7900000,3712.8400000,3734.2200000,15914
20190225,000000,3734.2300000,3860.0000000,3731.0900000,3818.7900000,10807
20190226,000000,3818.7800000,3826.3700000,3763.7100000,3799.4800000,6216
20190227,000000,3799.4900000,3823.1300000,3655.0000000,3799.9100000,7774
20190228,000000,3800.3500000,3910.0000000,3754.3700000,3792.1400000,9386
20190301,000000,3792.1400000,3843.0000000,3791.3100000,3806.1700000,6023
20190302,000000,3806.1700000,3818.0800000,3763.0000000,3809.7000000,3521
20190303,000000,3809.7000000,3815.4800000,3763.6200000,3786.9300000,3725
20190304,000000,3786.9300000,3804.9900000,3672.3900000,3700.7200000,8010
20190305,000000,3700.0200000,3876.6500000,3692.3600000,3844.5900000,9144
20190306,000000,3844.5900000,3894.7000000,3812.0000000,3851.8900000,6604
20190307,000000,3851.8900000,3891.0000000,3830.7900000,3857.0500000,6972
20190308,000000,3857.0400000,3910.8800000,3771.0000000,3843.1200000,7695
20190309,000000,3842.6200000,3947.3300000,3834.5900000,3917.0000000,5536
20190310,000000,3917.0000000,3917.0000000,3867.8400000,3900.9200000,3342
20190311,000000,3900.9300000,3911.8300000,3817.0100000,3849.6800000,5875
20190312,000000,3849.6700000,3875.3300000,3796.7100000,3860.0000000,6609
20190313,000000,3860.0000000,3871.0200000,3827.5000000,3851.0200000,5464
20190314,000000,3851.0200000,3900.0000000,3779.2800000,3853.9500000,7614
20190315,000000,3853.9500000,3910.0000000,3846.7900000,3902.8000000,6447
20190316,000000,3902.8000000,4037.4700000,3900.8900000,3990.0000000,6576
20190317,000000,3990.0000000,3991.0000000,3936.3000000,3967.0100000,3222
20190318,000000,3967.0100000,4015.7000000,3937.6900000,3970.5000000,5298
20190319,000000,3969.6800000,4009.6100000,3952.0800000,4000.8500000,5551
20190320,000000,4000.8500000,4044.8200000,3965.4300000,4031.8500000,6610
20190321,000000,4032.6800000,4056.3300000,3915.1400000,3972.7600000,9044
20190322,000000,3972.7600000,3998.0100000,3961.7000000,3983.7800000,4899
20190323,000000,3983.7700000,3997.0100000,3960.2500000,3983.4300000,3907
20190324,000000,3982.4500000,3982.4500000,3946.0000000,3969.5200000,2483
20190325,000000,3969.5200000,3976.4700000,3858.0000000,3907.5300000,5996
20190326,000000,3907.5400000,3923.9000000,3880.6400000,3921.4500000,4003
20190327,000000,3922.4100000,4035.8000000,3914.9000000,4026.5300000,6498
20190328,000000,4026.5400000,4026.5400000,3994.0000000,4011.1700000,4607
20190329,000000,4011.9800000,4101.5000000,4007.7800000,4091.0100000,9699
20190330,000000,4091.0100000,4131.8700000,4042.5100000,4094.1400000,5081
20190331,000000,4094.1400000,4103.0000000,4077.0100000,4094.9900000,2825
20190401,000000,4095.0000000,4149.5000000,4051.5300000,4137.0000000,7553
20190402,000000,4137.0100000,5121.0000000,4132.0200000,4901.9300000,36541
20190403,000000,4901.9200000,5345.0000000,4787.1100000,4975.9700000,33136
20190404,000000,4975.1300000,5071.3400000,4778.0000000,4906.4900000,15899
20190405,000000,4907.9200000,5066.5900000,4887.3400000,5040.6600000,11433
20190406,000000,5040.9500000,5244.0400000,4925.0000000,5049.2200000,11683
20190407,000000,5049.1800000,5270.3300000,5029.7000000,5194.7900000,7899
20190408,000000,5194.7600000,5352.5000000,5132.2800000,5285.5400000,14777
20190409,000000,5286.8200000,5287.0000000,5145.0000000,5187.2100000,8831
20190410,000000,5187.2100000,5488.0000000,5164.4900000,5318.5800000,16303
20190411,000000,5322.0200000,5342.7400000,4967.2400000,5041.3000000,16057
20190412,000000,5040.1100000,5118.5600000,4901.9900000,5078.1900000,9709
20190413,000000,5078.1900000,5123.2800000,5036.7400000,5066.2200000,4111
20190414,000000,5065.0200000,5191.1900000,5013.8100000,5164.2700000,3425
20190415,000000,5163.8100000,5193.0100000,4945.5400000,5029.9900000,9679
20190416,000000,5029.9900000,5229.9700000,5016.4500000,5202.9000000,8338
20190417,000000,5201.2100000,5272.3200000,5173.1100000,5227.0000000,7087
20190418,000000,5227.0000000,5318.1800000,5222.2600000,5281.8100000,7895
20190419,000000,5280.5000000,5359.4700000,5196.7000000,5290.3600000,6108
20190420,000000,5290.3700000,5359.9800000,5260.2400000,5319.8900000,4594
20190421,000000,5319.9000000,5349.1600000,5213.3400000,5297.6400000,5539
20190422,000000,5297.6400000,5440.8400000,5250.4500000,5387.6000000,11783
20190423,000000,5387.6000000,5650.0100000,5361.0100000,5532.7500000,17630
20190424,000000,5532.7500000,5624.4700000,5374.0000000,5441.9000000,14881
20190425,000000,5440.5900000,5512.1200000,4967.0000000,5134.8100000,12037
20190426,000000,5134.8200000,5295.0300000,5041.1400000,5159.5100000,14029
20190427,000000,5159.5000000,5221.2400000,5117.4600000,5170.6000000,4037
20190428,000000,5171.9000000,5214.5000000,5101.0000000,5155.0000000,4686
20190429,000000,5155.0000000,5189.5400000,5072.0100000,5148.2500000,6984
20190430,000000,5148.2500000,5285.0000000,5126.2500000,5270.6900000,6899
20190501,000000,5270.6800000,5358.3900000,5265.6100000,5321.1500000,3649
20190502,000000,5321.1500000,5422.9900000,5306.0900000,5390.0100000,3979
20190503,000000,5390.0000000,5796.9300000,5363.0000000,5657.4000000,11171
20190504,000000,5657.4100000,5846.8800000,5512.0000000,5770.0100000,5318
20190505,000000,5770.0100000,5782.2200000,5627.3500000,5715.8600000,2881
20190506,000000,5715.8600000,5753.6600000,5564.9300000,5687.9000000,4648
20190507,000000,5687.9000000,5974.5100000,5687.9000000,5748.4500000,7825
20190508,000000,5748.4700000,5990.0000000,5656.2600000,5948.4100000,7507
20190509,000000,5947.0000000,6171.1000000,5934.4900000,6153.0900000,8761
20190510,000000,6153.0900000,6430.0000000,6108.8100000,6343.1400000,9596
20190511,000000,6342.9900000,7464.1300000,6342.9800000,7219.9500000,19977
20190512,000000,7215.0100000,7581.8200000,6755.0000000,6979.7600000,20788
20190513,000000,6979.2400000,8195.0000000,6864.9300000,7824.9300000,22056
20190514,000000,7822.8800000,8350.0000000,7621.2700000,7990.9200000,20762
20190515,000000,7990.9200000,8308.1600000,7835.0600000,8203.3200000,12203
20190516,000000,8203.3300000,8388.0000000,7660.7400000,7878.9600000,14304
20190517,000000,7878.9500000,7940.7500000,6600.0000000,7363.6900000,19727
20190518,000000,7363.8500000,7491.2200000,7204.4200000,7262.4000000,5172
20190519,000000,7262.3900000,8315.0000000,7252.5800000,8200.0000000,11233
20190520,000000,8194.3400000,8199.5300000,7573.1200000,7999.5400000,11900
20190521,000000,7998.9400000,8112.9900000,7805.3400000,7951.7000000,7001
20190522,000000,7951.6900000,8044.0000000,7506.1200000,7626.4800000,7615
20190523,000000,7622.2500000,7984.9000000,7467.1000000,7881.9800000,7641
20190524,000000,7878.1600000,8175.0000000,7794.7300000,8001.7000000,7508
20190525,000000,8001.6900000,8149.0000000,7942.5000000,8063.8100000,2509
20190526,000000,8063.6800000,8793.9700000,7881.7000000,8731.7200000,19396
20190527,000000,8732.3400000,8947.8800000,8611.4400000,8772.2900000,14806
20190528,000000,8772.2900000,8822.4600000,8545.0000000,8715.3600000,9850
20190529,000000,8715.3600000,8760.4300000,8426.0900000,8662.4400000,12054
20190530,000000,8662.4400000,9090.0000000,7972.0000000,8279.6900000,30090
20190531,000000,8279.6900000,8580.0000000,8110.0000000,8554.0600000,16122
20190601,000000,8554.0600000,8618.0000000,8452.2100000,8558.9500000,7129
20190602,000000,8558.8000000,8834.0000000,8550.0000000,8736.5500000,5593
20190603,000000,8736.5500000,8742.4800000,8030.4600000,8107.9600000,13566
20190604,000000,8104.9500000,8104.9500000,7427.0000000,7670.9600000,29292
20190605,000000,7671.0700000,7932.8700000,7570.0000000,7789.4800000,12755
20190606,000000,7787.3600000,7874.6800000,7450.0000000,7805.0000000,11758
20190607,000000,7805.0000000,8134.2900000,7756.7900000,7998.1300000,12148
20190608,000000,7998.1300000,8059.9900000,7786.0100000,7930.1400000,4900
20190609,000000,7930.1400000,7960.0000000,7508.7700000,7634.5800000,6698
20190610,000000,7635.0500000,8097.3500000,7516.9000000,8015.6900000,9477
20190611,000000,8015.7000000,8057.1900000,7702.8300000,7918.1700000,7581
20190612,000000,7913.6400000,8292.4300000,7817.0000000,8176.0200000,12443
20190613,000000,8176.0300000,8329.9900000,8048.7500000,8239.0400000,8029
20190614,000000,8239.0400000,8738.9200000,8180.0800000,8697.4600000,11599
20190615,000000,8697.4500000,8916.6300000,8588.7000000,8860.2300000,9621
20190616,000000,8856.1300000,9388.0000000,8799.7000000,8975.0000000,22010
20190617,000000,8975.7800000,9475.0000000,8975.7800000,9333.1400000,18745
20190618,000000,9333.0800000,9359.4800000,8919.7200000,9078.4800000,15652
20190619,000000,9078.4800000,9319.5000000,9035.7500000,9277.5400000,8196
20190620,000000,9277.5500000,9599.0000000,9210.3000000,9531.2100000,11407
20190621,000000,9531.2100000,10245.0000000,9531.2100000,10236.2000000,22744
20190622,000000,10235.5900000,11215.8900000,10080.0000000,10666.8600000,36952
20190623,000000,10666.8700000,11284.4400000,10490.0000000,10833.0200000,16026
20190624,000000,10833.0000000,11091.9700000,10550.2100000,11032.3200000,14935
20190625,000000,11030.8000000,11788.8800000,10997.0000000,11755.5300000,22239
20190626,000000,11754.2500000,13868.4400000,11350.0000000,12927.4400000,78734
20190627,000000,12927.4400000,13358.6800000,10300.0000000,11159.2900000,73690
20190628,000000,11159.2900000,12444.7700000,10737.8700000,12360.4500000,40961
20190629,000000,12360.4200000,12379.9900000,11318.9400000,11865.2900000,28157
20190630,000000,11869.8400000,12200.0000000,10650.0600000,10761.2600000,26295
20190701,000000,10761.2600000,11210.5200000,9953.0000000,10577.6300000,39018
20190702,000000,10578.2300000,10925.0000000,9651.0000000,10829.1800000,43009
20190703,000000,10829.1900000,12014.6000000,10829.1900000,11976.4200000,34757
20190704,000000,11976.0100000,12064.2600000,11035.0100000,11136.0000000,20335
20190705,000000,11137.8700000,11449.5100000,10761.8000000,11004.5100000,20011
20190706,000000,10994.9900000,11723.6000000,10980.0900000,11237.7700000,14936
20190707,000000,11237.7700000,11620.0000000,11084.3100000,11474.4200000,10825
20190708,000000,11474.4400000,12395.0000000,11328.0100000,12293.5300000,19231
20190709,000000,12293.3900000,12829.9600000,12105.3200000,12571.1100000,26744
20190710,000000,12572.1200000,13202.6300000,11553.2100000,12097.9600000,39590
20190711,000000,12097.4800000,12097.9300000,10933.0000000,11349.0000000,36528
20190712,000000,11348.5600000,11950.0000000,11079.5900000,11802.0000000,18091
20190713,000000,11797.5300000,11845.0000000,10814.4000000,11370.0800000,17052
20190714,000000,11370.0600000,11467.2700000,10084.4000000,10185.0300000,23830
20190715,000000,10190.9100000,11080.0100000,9857.2700000,10854.4700000,33025
20190716,000000,10856.4100000,11040.0000000,9350.0000000,9422.7200000,41705
20190717,000000,9429.8000000,9998.0000000,9071.0000000,9696.3100000,34410
20190718,000000,9696.3900000,10799.0000000,9291.0000000,10649.0700000,32235
20190719,000000,10652.7600000,10777.2100000,10111.0000000,10538.0600000,19123
20190720,000000,10536.9200000,11112.3100000,10360.6500000,10761.0300000,16390
20190721,000000,10761.0300000,10835.0000000,10320.0000000,10590.7000000,11548
20190722,000000,10590.7100000,10688.1400000,10060.0000000,10323.3900000,15378
20190723,000000,10324.1300000,10324.2800000,9800.2300000,9840.1200000,16598
20190724,000000,9848.9000000,9919.0800000,9507.3800000,9772.6000000,17831
20190725,000000,9772.5900000,10184.9900000,9734.5800000,9883.3300000,12980
20190726,000000,9880.8600000,9898.0300000,9657.2100000,9843.0000000,10536
20190727,000000,9843.0000000,10248.4100000,9292.0000000,9479.9800000,18185
20190728,000000,9469.3700000,9669.1100000,9108.8800000,9533.0000000,7638
20190729,000000,9533.0000000,9729.8700000,9356.7500000,9495.0100000,10204
20190730,000000,9499.2100000,9839.8300000,9371.9600000,9589.0100000,9102
20190731,000000,9589.0100000,10135.1200000,9570.0100000,10087.3000000,12090
20190801,000000,10089.9700000,10497.0000000,9881.0000000,10405.9400000,13974
20190802,000000,10404.4100000,10670.0000000,10321.4200000,10533.0100000,12809
20190803,000000,10533.6200000,10922.0800000,10500.0000000,10820.7600000,9721
20190804,000000,10822.0900000,11089.7400000,10572.0000000,10977.5100000,10869
20190805,000000,10977.9800000,11950.0000000,10977.9800000,11819.4900000,14358
20190806,000000,11811.7500000,12320.4000000,11187.0000000,11465.4900000,23545
20190807,000000,11465.4900000,12147.0000000,11366.2600000,11975.0300000,20916
20190808,000000,11983.4100000,12050.0000000,11451.0000000,11981.0000000,13400
20190809,000000,11982.3900000,12040.0000000,11651.8900000,11856.1000000,11398
20190810,000000,11860.6200000,11969.9900000,11170.0000000,11280.9500000,13526
20190811,000000,11280.9500000,11585.0000000,11088.8800000,11540.7600000,6761
20190812,000000,11540.7600000,11555.5500000,11222.4000000,11389.2800000,5840
20190813,000000,11389.2500000,11438.3900000,10746.0000000,10854.9200000,12143
20190814,000000,10854.9200000,10859.9700000,9890.3000000,10025.8600000,22869
20190815,000000,10021.1300000,10445.0000000,9470.0000000,10300.0100000,26701
20190816,000000,10300.0100000,10539.9000000,9739.9900000,10352.7800000,18728
20190817,000000,10352.7800000,10475.8200000,9978.0000000,10217.7900000,7060
20190818,000000,10217.9900000,10513.4500000,10066.6600000,10315.4800000,6094
20190819,000000,10315.4800000,10938.7600000,10265.0000000,10920.0000000,11335
20190820,000000,10917.9400000,10953.0000000,10555.7000000,10769.0900000,8425
20190821,000000,10768.4900000,10800.0000000,9841.5900000,10130.0000000,16960
20190822,000000,10133.3400000,10237.5300000,9759.0000000,10107.1500000,10596
20190823,000000,10105.6100000,10478.0000000,10035.8400000,10410.8500000,8806
20190824,000000,10413.4500000,10429.0000000,9886.2600000,10147.9600000,7586
20190825,000000,10148.0000000,10374.8500000,9899.9500000,10138.7200000,6882
20190826,000000,10142.0000000,10680.0000000,10140.9000000,10361.6500000,13831
20190827,000000,10361.6500000,10379.8700000,10019.5600000,10171.8500000,7293
20190828,000000,10171.9500000,10277.0000000,9522.9300000,9714.3100000,17165
20190829,000000,9714.0100000,9717.0300000,9321.7300000,9495.0000000,12372
20190830,000000,9494.8000000,9699.0000000,9337.9700000,9582.4200000,8394
20190831,000000,9582.4200000,9707.4800000,9436.2000000,9600.8600000,3762
20190901,000000,9600.8600000,9840.0000000,9539.5800000,9766.5200000,3725
20190902,000000,9766.6200000,10486.7700000,9756.5400000,10381.2600000,11224
20190903,000000,10381.2600000,10790.0000000,10280.0000000,10628.4800000,14175
20190904,000000,10628.4800000,10833.1400000,10380.0000000,10581.8400000,11609
20190905,000000,10581.8400000,10666.4300000,10452.1500000,10574.7300000,7170
20190906,000000,10574.2800000,10939.3400000,10182.0000000,10308.9200000,15436
20190907,000000,10308.9000000,10580.0000000,10304.5200000,10484.3700000,4186
20190908,000000,10484.3700000,10595.0000000,10231.1300000,10398.9700000,4708
20190909,000000,10401.1300000,10541.7500000,10059.9900000,10310.0000000,9442
20190910,000000,10310.0100000,10389.2600000,9916.0000000,10093.0100000,7884
20190911,000000,10093.0000000,10297.1200000,9851.9700000,10160.2000000,8175
20190912,000000,10158.8100000,10460.0000000,10040.0000000,10423.7200000,7350
20190913,000000,10423.8500000,10452.5000000,10157.0000000,10365.9300000,6710
20190914,000000,10365.9400000,10439.0000000,10223.3600000,10360.2500000,4294
20190915,000000,10360.0100000,10380.0000000,10263.3900000,10304.4600000,2561
20190916,000000,10303.6600000,10379.9800000,10068.4200000,10262.5400000,7563
20190917,000000,10262.5400000,10276.1800000,10135.4400000,10185.3900000,5481
20190918,000000,10185.4200000,10258.0000000,10074.0800000,10155.2600000,5447
20190919,000000,10156.2200000,10379.1500000,9585.8600000,10275.0100000,15432
20190920,000000,10275.0100000,10309.8400000,10056.3000000,10168.8500000,6015
20190921,000000,10168.8500000,10170.1500000,9917.3400000,9973.9900000,4860
20190922,000000,9973.9900000,10097.0000000,9848.3700000,10026.8000000,5062
20190923,000000,10026.7900000,10051.1500000,9665.3900000,9844.2800000,5640
20190924,000000,9693.7400000,9777.1600000,8159.3500000,8530.0100000,38709
20190925,000000,8530.0100000,8743.8600000,8222.0100000,8438.3500000,23519
20190926,000000,8438.3500000,8464.0800000,7712.4500000,8060.0000000,27656
20190927,000000,8060.0000000,8290.0000000,7861.0200000,8193.9900000,15894
20190928,000000,8193.9900000,8343.0000000,8015.2500000,8217.4700000,9024
20190929,000000,8217.4700000,8246.8700000,7902.9600000,8052.4000000,7114
20190930,000000,8054.0900000,8393.2300000,7701.0000000,8304.9600000,15137
20191001,000000,8304.9500000,8535.0000000,8200.0000000,8321.5200000,12264
20191002,000000,8321.8700000,8391.0000000,8168.8500000,8381.7200000,6748
20191003,000000,8381.7200000,8419.9500000,8059.2200000,8240.4100000,7498
20191004,000000,8241.2700000,8241.3500000,8002.2100000,8156.6700000,7561
20191005,000000,8156.6800000,8200.0000000,8020.2000000,8147.6300000,3657
20191006,000000,8147.6300000,8176.1800000,7780.8500000,7859.7900000,8446
20191007,000000,7859.7900000,8310.5700000,7762.3500000,8209.0000000,9730
20191008,000000,8208.9900000,8342.9700000,8107.2600000,8180.0000000,5667
20191009,000000,8180.0000000,8712.4500000,8121.0000000,8590.0000000,14248
20191010,000000,8590.0100000,8660.0000000,8452.5000000,8587.5000000,7781
20191011,000000,8587.4900000,8826.0000000,8226.0000000,8267.3300000,12266
20191012,000000,8263.0200000,8425.0000000,8261.4600000,8309.0300000,2913
20191013,000000,8309.0300000,8469.0200000,8146.4700000,8282.9700000,5610
20191014,000000,8282.9600000,8409.0000000,8215.6600000,8355.0000000,4290
20191015,000000,8355.0000000,8420.0000000,8085.6500000,8162.4400000,8406
20191016,000000,8162.4400000,8171.5900000,7908.8600000,7993.5400000,8287
20191017,000000,7995.8100000,8124.4200000,7937.0100000,8076.2000000,4753
20191018,000000,8076.9400000,8117.7700000,7814.0800000,7954.1600000,6956
20191019,000000,7954.1500000,8099.9800000,7873.4600000,7965.2800000,4712
20191020,000000,7965.2700000,8309.0000000,7875.0100000,8236.1200000,5983
20191021,000000,8235.9400000,8349.8400000,8156.0000000,8209.9200000,5964
20191022,000000,8209.9200000,8317.1400000,7998.9000000,8024.7200000,5767
20191023,000000,8024.0000000,8049.0000000,7296.4400000,7474.8500000,18866
20191024,000000,7475.5400000,7509.9900000,7359.4800000,7430.8700000,7782
20191025,000000,7430.8700000,8800.1000000,7389.9100000,8668.0000000,26909
20191026,000000,8668.0000000,10540.4900000,8645.0100000,9259.7800000,53163
20191027,000000,9259.9800000,9826.7200000,9102.3300000,9548.8400000,19437
20191028,000000,9555.8900000,9939.6900000,9180.5900000,9226.5000000,16450
20191029,000000,9225.0600000,9575.0000000,9068.1900000,9430.8000000,12501
20191030,000000,9431.3600000,9431.3600000,8991.3300000,9164.4400000,9722
20191031,000000,9164.4500000,9433.0000000,8950.0000000,9159.4800000,8190
20191101,000000,9159.9600000,9299.9900000,9057.2700000,9253.1200000,7635
20191102,000000,9253.0900000,9393.0000000,9210.0000000,9308.5200000,4437
20191103,000000,9308.5200000,9380.0000000,9068.3000000,9206.5200000,4135
20191104,000000,9206.5200000,9600.0000000,9127.0000000,9412.5300000,8134
20191105,000000,9412.6300000,9474.8900000,9169.8400000,9322.0900000,7438
20191106,000000,9322.0900000,9450.0000000,9253.6600000,9341.2700000,6655
20191107,000000,9341.2700000,9375.1600000,9075.0000000,9198.8400000,5780
20191108,000000,9198.8500000,9246.0000000,8660.0000000,8763.0100000,12678
20191109,000000,8763.0100000,8873.4800000,8712.5200000,8807.8900000,4020
20191110,000000,8807.8900000,9150.0000000,8731.4300000,9032.2300000,5773
20191111,000000,9032.2300000,9067.3400000,8590.0000000,8721.5400000,6896
20191112,000000,8721.5300000,8870.0000000,8556.5600000,8810.0000000,6108
20191113,000000,8811.0000000,8838.8000000,8705.0000000,8758.3400000,4309
20191114,000000,8758.3400000,8784.6100000,8558.0100000,8630.0000000,5467
20191115,000000,8630.0100000,8773.2200000,8361.0000000,8457.4800000,10723
20191116,000000,8457.4800000,8531.0300000,8423.0000000,8481.0000000,2581
20191117,000000,8481.0000000,8637.0100000,8371.0200000,8500.0100000,3556
20191118,000000,8501.0000000,8501.0100000,8015.0000000,8168.8400000,9626
20191119,000000,8168.8400000,8197.8200000,7980.0700000,8123.3600000,7171
20191120,000000,8123.3600000,8222.4100000,8030.0500000,8082.9600000,5093
20191121,000000,8082.9700000,8114.9700000,7374.5000000,7616.4600000,16701
20191122,000000,7616.4800000,7720.0000000,6775.4700000,7283.0300000,33374
20191123,000000,7283.1900000,7361.4100000,7102.2100000,7329.2900000,7541
20191124,000000,7329.2900000,7344.0000000,6865.0000000,6908.6400000,10369
20191125,000000,6908.6400000,7379.9900000,6526.0000000,7127.0100000,26895
20191126,000000,7127.0100000,7340.5900000,7021.8400000,7162.6700000,11694
20191127,000000,7162.6700000,7678.7600000,6850.0000000,7523.7200000,18984
20191128,000000,7524.7300000,7660.8200000,7370.6200000,7432.4100000,8387
20191129,000000,7432.4100000,7870.1000000,7411.0000000,7760.0000000,10708
20191130,000000,7759.9900000,7820.0000000,7453.0000000,7555.9200000,5946
20191201,000000,7555.9200000,7555.9200000,7237.1600000,7404.2700000,8507
20191202,000000,7405.3300000,7430.0000000,7157.3300000,7305.0100000,6877
20191203,000000,7305.0100000,7412.8500000,7237.2600000,7302.9400000,5991
20191204,000000,7302.9400000,7775.0000000,7080.0000000,7198.9900000,16272
20191205,000000,7199.0000000,7489.8700000,7152.7800000,7393.5400000,9064
20191206,000000,7393.5500000,7609.5000000,7305.7500000,7540.0800000,9139
20191207,000000,7541.7600000,7643.0000000,7487.0000000,7502.1900000,4746
20191208,000000,7502.2000000,7580.8400000,7387.5000000,7520.0000000,4089
20191209,000000,7520.0000000,7659.3800000,7262.8700000,7337.5100000,10039
20191210,000000,7337.5100000,7398.0000000,7156.0300000,7219.3700000,6991
20191211,000000,7219.3700000,7263.3100000,7124.4500000,7201.2300000,5764
20191212,000000,7201.2400000,7298.5000000,7075.0100000,7185.9100000,8379
20191213,000000,7185.9100000,7299.2100000,7183.2900000,7249.9000000,5910
20191214,000000,7249.9000000,7264.3300000,7008.0300000,7062.9100000,4164
20191215,000000,7062.9200000,7220.0100000,7006.0100000,7111.0000000,4734
20191216,000000,7111.0000000,7137.0000000,6803.2400000,6877.0300000,12891
20191217,000000,6877.0400000,6933.2100000,6556.0000000,6616.6200000,13622
20191218,000000,6616.6200000,7448.2400000,6430.0000000,7285.5300000,22513
20191219,000000,7288.0500000,7371.7000000,7044.4500000,7149.1200000,10260
20191220,000000,7149.1300000,7220.0000000,7073.6600000,7190.0000000,5821
20191221,000000,7190.0000000,7190.0000000,7099.5700000,7143.0100000,3279
20191222,000000,7143.0100000,7521.5500000,7125.0000000,7513.0600000,9903
20191223,000000,7514.7400000,7688.9900000,7259.1900000,7310.7900000,14897
20191224,000000,7310.7900000,7426.1500000,7151.0800000,7255.0100000,7658
20191225,000000,7255.0100000,7265.1200000,7115.5000000,7192.1200000,3175
20191226,000000,7192.1200000,7432.1000000,7140.0000000,7194.1300000,7482
20191227,000000,7194.1300000,7254.0000000,7053.3200000,7245.8300000,8303
20191228,000000,7245.8300000,7346.0000000,7232.5500000,7302.6700000,4487
20191229,000000,7302.6700000,7531.0000000,7278.0700000,7384.8900000,6354
20191230,000000,7384.5700000,7386.2800000,7200.0000000,7218.0000000,7160
20191231,000000,7218.0100000,7298.6700000,7111.0000000,7165.7200000,6551
20200101,000000,7165.7200000,7238.1400000,7136.0500000,7174.3300000,3177
20200102,000000,7174.3300000,7186.1800000,6903.0000000,6945.0200000,7812
20200103,000000,6945.0200000,7401.2000000,6854.6700000,7334.4500000,13847
